job_title,tech_stack,experience_years,location,company_name,remote_option,salary_min,salary_max,currency
Trưởng Nhóm Lập Trình Phần Mềm .Net,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN ASOFT,onsite,17000000,5000000,VND
Fullstack Developer (ReactJS/ PHP Laravel) (Middle/ Senior),"fullstack developer, it - phần mềm, thương m..., fullstack develope...",2,Hà Nội,XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED,onsite,35000000,35000000,VND
Android Developer (Kotlin/Java),"mobile developer, it - phần mềm, tài chính, ng..., mobile developer, it...",2,Hồ Chí Minh (mới),HIPPO TECHNOLOGY COMPANY LIMITED,onsite,20000000,25000000,VND
Golang Developer (Blockchain/Web3),"backend developer, it - phần cứng và máy t..., backend developer, i...",5,Hồ Chí Minh (mới),CÔNG TY TNHH NEXSOFT TECHNOLOGY,onsite,,,
Nhân Viên Triển Khai Phần Mềm,"software engineer, it - phần mềm, it - phần ..., software engineer, i...",1,Hà Nội,Công ty Cổ phần Công nghệ SAVIS,onsite,9000000,13000000,VND
Senior Frontend Developer,"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",3,Hà Nội,Công ty Cổ phần Giải pháp EnterpriseNao,onsite,24000000,24000000,VND
Mobile Developer (React Native),"mobile developer, nghỉ thứ 7, 3 năm kinh ngh..., mobile developer, ng...",3,Hà Nội,CÔNG TY CỔ PHẦN TẬP ĐOÀN APEC GROUP,onsite,23000000,30000000,VND
"Front-End Developer Shopify Up To $1,000/Month","frontend developer, nghỉ thứ 7, 2 năm kinh n..., frontend developer",2,Hà Nội,CÔNG TY TNHH MISEN,onsite,1000,1000,USD
Java Android/IOS,"backend developer, đại họ..., backend developer, 2...",2,Hà Nội,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,onsite,20000000,20000000,VND
Web Developer 2 Năm Kinh Nghiệm  Thu Nhập Lên Đến 20 Triệu,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",2,Hà Nội,Công ty Cổ phần EverFlow,onsite,20000000,20000000,VND
Mini-App Game Developer - Mobile Banking App (Webview - VueJS - Typescript) Mỹ Đình - Hà Nội,"mobile developer, game, it - phần mềm, nghỉ th..., mobile developer, ga...",2,Hà Nội,CÔNG TY TNHH GROOO INTERNATIONAL,onsite,,,
"Backend Developer (Middle/Senior) - Gói Lương 14 Tháng/Năm, Bảo Hiểm Full Lương, Bảo Hiểm Sức Khỏe Doanh Nghiệp","backend developer, nghỉ thứ 7, 2 năm kinh ng..., backend developer, n...",2,Hà Nội,Công ty TNHH Hivelab Vina,onsite,,,
Python Developer,"backend developer, it - phần mềm, 4 năm kinh..., backend developer, i...",4,Hà Nội,Công ty Cổ phần Ứng dụng Phần mềm Mobio Việt Nam,onsite,28000000,45000000,VND
Lập Trình Viên Android (Mobile App),"mobile developer, it - phần mềm, nghỉ thứ 7, 1..., mobile developer, it...",1,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ORECA,onsite,10000000,15000000,VND
Kỹ Sư Phần Mềm Ứng Dụng Desktop,"backend developer, it - phần cứng và máy t..., backend developer, i...",1,Hà Nội,Công ty Cổ phần Tập đoàn OSB,onsite,500,1000,USD
Middle Python Engineer - AI/RAG Integration,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hà Nội,CÔNG TY CỔ PHẦN PHẦN MỀM NOBI VIỆT NAM,onsite,,,
Intern Java,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",,Hà Nội,FPT Software,onsite,,,
Vue JS Developer,"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",2,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,,,
Fresher .Net/C# Developer,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",1,Hồ Chí Minh (mới),FPT Software,onsite,,,
Fresher .Net,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",,Hồ Chí Minh (mới),FPT Software,onsite,,,
Fresher Java Developer,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",1,Hồ Chí Minh (mới),FPT Software,onsite,,,
NodeJS Developer,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",1,Hà Nội,Công ty TNHH Relipa,onsite,15000000,25000000,VND
Java Developer,"frontend developer, it - phần mềm, dưới 1 nă..., frontend developer",1,Hồ Chí Minh (mới),CÔNG TY TNHH DỊCH VỤ QUẢN LÝ BOWKER (VIỆT NAM),onsite,10000000,15000000,VND
Backend Developer (Java/.NET/Python) - Dự Án Bank - Từ 4 Năm KN - Upto 27M,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",4,Hà Nội,Công ty Cổ phần Giải pháp Công nghệ TTC Việt Nam,onsite,27000000,27000000,VND
JUNIOR FRONTEND DEVELOPER (VueJS),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hà Nội,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ NEWWAY,onsite,,,
Backend Developer (Java),"software engineer, it - phần mềm, 2 năm kinh..., software engineer, i...",2,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ LOOGIX,onsite,,,
"Lập Trình Viên Phát Triển Ứng Dụng Web (Integration, Data & Microservices)","software engineer, đại họ..., software engineer, 2...",2,Hà Nội,CÔNG TY CỔ PHẦN GIẢI PHÁP GIÁO DỤC - Y TẾ NAM VIỆT,onsite,15000000,30000000,VND
"Software Engineer/Developer (Python, 1+ Năm Kinh Nghiệm)","software engineer, điện toán đám mây (clou..., software engineer, đ...",1,Hà Nội,Công ty TNHH Công Nghệ A Plus,onsite,,,
Nhân Viên Mobile App Đi Làm Ngay,"mobile developer, it - phần mềm, 2 năm kinh ..., mobile developer, it...",2,Hà Nội,CÔNG TY CỔ PHẦN TẬP ĐOÀN VINMOC,onsite,18000000,20000000,VND
"Mid Unity Game Developer / Thu Nhập Đến 25 Triệu / Quận 2, Hồ Chí Minh","mobile developer, it - phần mềm, game, nghỉ th..., mobile developer, it...",3,Hồ Chí Minh (mới),CÔNG TY TNHH SENSPARK,onsite,17000000,25000000,VND
IOS Developer,"mobile developer, it - phần mềm, 2 năm kinh ..., mobile developer, it...",2,Hồ Chí Minh (mới),Unit Corp,onsite,,,
Trưởng Nhóm Lập Trình (Java),"backend developer, nghỉ thứ 7, 3 năm kinh ng..., backend developer, n...",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ SICIX,onsite,25000000,35000000,VND
Java Developer - Hà Nội - TA150,"backend developer, đại họ..., backend developer, 3...",3,Hà Nội,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),onsite,,,
Fullstack Developer (Java + ReactJS),"fullstack developer, nghỉ thứ 7, 3 năm kinh ..., fullstack develope...",3,Hà Nội,FPT IS,onsite,,,
Software Engineer (Java),"software engineer, nghỉ thứ 7, tiếng anh gia..., software engineer, n...",3,Hà Nội,Công ty Cổ phần Giải pháp Phần mềm Biplus Việt Nam,onsite,,,
Nhân Viên Hỗ Trợ Kỹ Thuật Layer 2,"fullstack developer, it - phần mềm, it - phầ..., fullstack develope...",1,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN BPO MẮT BÃO,onsite,20000000,20000000,VND
.Net Developer,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",2,Hồ Chí Minh (mới),Công ty Cổ phần viễn thông FPT,onsite,18000000,35000000,VND
IT Backend Developer (.NET Core),"backend developer, it - phần mềm, 2 năm kinh..., backend developer, i...",2,Hồ Chí Minh (mới),Công ty TNHH Aziworld,onsite,9000000,15000000,VND
Backend Developer Intern (Node.Js / Python / PHP) – AI/LLM Preferred Thu Nhập Upto 10 Triệu,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",1,Hà Nội,Công ty cổ phần kinh doanh công nghệ Open Techiz,onsite,10000000,10000000,VND
Fullstack Developer,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",2,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN VAS NGHI SƠN,onsite,,,
"Thực Tập Sinh .Net Developer ( ASP.NET , C#)","backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",,Hồ Chí Minh (mới),CÔNG TY TNHH W2SOLUTION VIỆT NAM,onsite,3000000,3000000,VND
FullStack Developer (C#) (Remote),"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",1,Hà Nội & 14 nơi khác,CÔNG TY TNHH  PHẦN MỀM GIÁ TRỊ TÍNH  TOÁN VÀ ỨNG DỤNG CÔNG NGHỆ CAO,onsite,16000000,40000000,VND
C++/C# Developer - GIS Application (Remote),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",4,Hà Nội & 33 nơi khác,CÔNG TY TNHH  PHẦN MỀM GIÁ TRỊ TÍNH  TOÁN VÀ ỨNG DỤNG CÔNG NGHỆ CAO,onsite,1000,3000,USD
"Fresher Java (6 Tháng-1 Năm Kinh Nghiệm, Thu Nhập 8-12tr/Tháng)","fullstack developer, dưới 1 năm kinh nghiệ..., fullstack develope...",1,Hà Nội,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS,onsite,8000000,15000000,VND
Nhân Viên IT Angular Developer,"software engineer, it - phần mềm, 2 năm kinh..., software engineer, i...",2,Hồ Chí Minh (mới),Công ty TNHH Aziworld,onsite,9000000,15000000,VND
Senior Frontend Developer (Reactjs/Nextjs),"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",3,Hà Nội,Công ty TNHH Unstatic,onsite,40000000,40000000,VND
Back-End Developer,"backend developer, không yêu cầu kinh nghi..., backend developer, k...",,Hồ Chí Minh (mới),CÔNG TY TNHH GLODIVAL,onsite,9000000,12000000,VND
Backend Developer (Nodejs),"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hà Nội,Công ty TNHH Unstatic,onsite,35000000,35000000,VND
Full-Stack Developer (Fresher) - Salary Upto 15 Mil,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",,Hà Nội,CÔNG TY TNHH GIẢI PHÁP PHẦN MỀM NOVA ENGINE,onsite,6000000,15000000,VND
"Frontend Developer (Shopify, Thành Thạo HTML.CSS, JS, Từ 2 Năm Kinh Nghiệm, Lương Từ 10-16 Triệu)","frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",2,Hà Nội,CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ ECOMBE,onsite,10000000,16000000,VND
Front End Developer (ReactJS),"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",1,Hải Phòng (mới),CÔNG TY CỔ PHẦN GIFTY TECH,onsite,,,
Java Developer,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hà Nội,CÔNG TY TNHH WANOSOFT,onsite,50000000,50000000,VND
Fullstack Developer (NodeJs),"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",5,Hà Nội,CÔNG TY TNHH SAMSUNG SDS VIỆT NAM,onsite,,,
Backend Developer (PHP),"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",2,Hà Nội,Công ty Cổ phần TOPCV Việt Nam,onsite,,,
Java Developer (Middle/Senior),"fullstack developer, cao ..., fullstack develope...",3,Hà Nội,Công ty TNHH CMC GLOBAL,onsite,,,
Frontend Lowcode Developer,"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",3,Hà Nội,Công Ty TNHH LG CNS VIỆT NAM,onsite,,,
Lập Trình Viên Java Fullstack,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hà Nội,Công ty cổ phần phần mềm REVOTECH,onsite,30000000,30000000,VND
Mobile Flutter Developer,"mobile developer, it - phần mềm, nghỉ thứ 7, t..., mobile developer, it...",3,Hà Nội,Công Ty TNHH Townsoft Vina,onsite,,,
Nhân Viên Lập Trình Mobile,"mobile developer, it - phần mềm, 2 năm kinh ..., mobile developer, it...",2,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ VCS VIỆT NAM,onsite,12000000,20000000,VND
Junior Lập Trình Python Cho AI Agent,"backend developer, it - phần mềm, điện toán ..., backend developer, i...",3,Hà Nội,Công ty CP XNK Tiên Phong VN,onsite,20000000,30000000,VND
Mobile Android Developer,"mobile developer, it - phần mềm, 1 năm kinh ..., mobile developer, it...",1,Hà Nội,CÔNG TY TNHH KINH DOANH TỔNG HỢP TUẤN PHÁT,onsite,,,
DevOps Engineer (Junior/Middle/Senior),"software engineer, đại họ..., software engineer, 2...",2,Hà Nội,Công ty TNHH CMC GLOBAL,onsite,,,
C++ Developer,"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",1,Hà Nội,FPT Software,onsite,,,
SAP ABAP Cloud/ RAP Technical Consultant,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hà Nội,Công Ty TNHH LG CNS VIỆT NAM,onsite,,,
Test Engineer (N2/N3),"software engineer, đại họ..., software engineer, 4...",4,Hà Nội,Công ty TNHH CMC GLOBAL,onsite,,,
Lập Trình Viên IOS (Product Domain Bank/Fintech),"mobile developer, nghỉ thứ 7, 3 năm kinh ngh..., mobile developer, ng...",3,Hà Nội,Công ty Cổ phần Atomi Digital,onsite,,,
Chuyên Viên Kỹ Thuật Linux/Unix Và Docker,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",1,Đà Nẵng (mới),CÔNG TY TNHH GIẢI PHÁP SOLBIZ,onsite,,,
React Native Developer,"mobile developer, nghỉ thứ 7, 3 năm kinh ngh..., mobile developer, ng...",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,25000000,40000000,VND
Frontend Dev (OS Bank),"frontend developer, it - phần mềm, ngân hàng, frontend developer",4,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,22000000,30000000,VND
Java Developer - OB Sớm,"fullstack developer, it - phần mềm, 3 năm ki..., fullstack develope...",3,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,,,
Lập Trình Viên Angular,"frontend developer, nghỉ thứ 7, 3 năm kinh n..., frontend developer",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,20000000,35000000,VND
Senior Fullstack Developer,"fullstack developer, it - phần mềm, thương m..., fullstack develope...",5,Hồ Chí Minh (mới) & Đà Nẵng (mới),Công ty TNHH NFQ Việt Nam,onsite,,,
Android Developer (Mobile App),"mobile developer, nghỉ thứ 7, 1 năm kinh ngh..., mobile developer, ng...",1,Hà Nội,CÔNG TY CỔ PHẦN UNISOFT GLOBAL,onsite,,,
Phân Tích Nghiệp Vụ (Senior),"software engineer, it - phần mềm, it - phần ..., software engineer, i...",2,Hà Nội,CÔNG TY CỔ PHẦN  TƯ VẤN ĐẦU TƯ VÀ XÂY DỰNG GIAO THÔNG VẬN TẢI,onsite,18000000,30000000,VND
Fullstack Java Developer,"fullstack developer, it - phần mềm, ngân hàn..., fullstack develope...",3,Hà Nội,Công ty Cổ phần Công nghệ Alphaway,onsite,25000000,40000000,VND
Chuyên Viên Phát Triển Ứng Dụng IOS(IOS Developer),"mobile developer, thương mại điện tử, it - p..., mobile developer, th...",3,Hà Nội,Zitga studios,onsite,,,
CTV Lập Trình Viên,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",2,Hà Nội,2NF Software,onsite,15000000,15000000,VND
Backend Developer ( .NET),"backend developer, nghỉ thứ 7, 2 năm kinh ng..., backend developer, n...",2,Hà Nội,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,onsite,30000000,30000000,VND
Flutter Developer,"mobile developer, it - phần mềm, giáo dục / ..., mobile developer, it...",1,Hà Nội,Công ty Cổ phần Công nghệ eUp,onsite,,,
Lập Trình Viên .NET (Leader),"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hà Nội,Công ty CP Công nghệ Cyber Eye,onsite,25000000,25000000,VND
Java Developer,"software engineer, nghỉ thứ 7, 3 năm kinh ng..., software engineer, n...",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,20000000,34000000,VND
Vuejs Developer,"software engineer, nghỉ thứ 7, 3 năm kinh ng..., software engineer, n...",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,20000000,35000000,VND
Nhân Viên Front-End Developer_SmartTV,"frontend developer, it - phần mềm, nghỉ thứ ..., frontend developer",3,Hà Nội,CÔNG TY CỔ PHẦN TRUYỀN HÌNH TƯƠNG TÁC VIỆT NAM,onsite,,,
Middle Senior Backend Developer (Golang/Python/TypeScript),"backend developer, it - phần mềm, bán lẻ - h..., backend developer, i...",4,Hà Nội,CÔNG TY CỔ PHẦN MỸ PHẨM QUỐC TẾ THÙY DUNG,onsite,26000000,35000000,VND
Fullstack Developer - (Fresher/Junior) - 2 Năm Kinh Nghiệm - Tại Quận 2 - Lương Thoả Thuận,"fullstack developer, it - phần mềm, tuổi 22 ..., fullstack develope...",2,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN TMDV THỦY SẢN MIỀN NAM,onsite,,,
"Backend Java Developer/ Lập Trình Viên Backend (Senior) - Dự Án Chứng Khoán, Fintech - HN/HCM","backend developer, it - phần mềm, chứng khoá..., backend developer, i...",5,Hà Nội & Hồ Chí Minh (mới),CÔNG TY TNHH GROOO INTERNATIONAL,onsite,,,
Fullstack Developer Tiếng Anh Tốt (NodeJS/ReactJS),"fullstack developer, nghỉ thứ 7, tiếng anh đ..., fullstack develope...",1,Hà Nội,Công ty TNHH Jits Innovation Labs,onsite,,,
Java Developer,"software engineer, nghỉ thứ 7, 2 năm kinh ng..., software engineer, n...",2,Hà Nội,Công ty Cổ phần Công nghệ MicroTech,onsite,20000000,35000000,VND
Java Backend,"backend developer, it - phần mềm, it - phần ..., backend developer, i...",2,Hà Nội,TỔNG CÔNG TY CỔ PHẦN BƯU CHÍNH VIETTEL,onsite,20000000,60000000,VND
Lập Trình Viên .NET,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",1,Hà Nội,Công ty Cổ phần Tập đoàn Công nghệ Thiên Hoàng,onsite,10000000,25000000,VND
PHP Developer ERP Cross-Border – YII – Tiếng Trung,"backend developer, it - phần mềm, thương mại..., backend developer, i...",3,Hồ Chí Minh (mới),CÔNG TY TNHH DUDU VIỆT NAM,onsite,17000000,25000000,VND
Technical Leader (PHP/Laravel),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hà Nội,Công ty Cổ phần VietEz Việt Nam,onsite,,,
Unity Developer Mobile Game Đi Làm Ngay,"software engineer, nghỉ thứ 7, 2 năm kinh ng..., software engineer, n...",2,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ PHẦN MỀM GENI GLOBAL,onsite,10000000,25000000,VND
Full-Stack Developer,"software engineer, it - phần mềm, thương mại..., software engineer, i...",3,Hà Nội,BSS Group,onsite,40000000,40000000,VND
Backend Developer (Python),"backend developer, nghỉ thứ 7, 3 năm kinh ng..., backend developer, n...",3,Hà Nội,iPOS.vn,onsite,,,
Backend Developer (Golang),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",2,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ LOOGIX,onsite,,,
Backend Developer (Golang) | Giải Pháp Công Nghệ Giáo Dục,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",2,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ FLYER,onsite,30000000,30000000,VND
Lập Trình Nhúng-Embedded Software Engineer (C/C++),"software engineer, it - phần mềm, viễn thông, software engineer, i...",2,Hà Nội,"VĂN PHÒNG ĐẠI DIỆN KAON GROUP CO., LTD TẠI THÀNH PHỐ HÀ NỘI",onsite,25000000,40000000,VND
Android Engineer - OB Sớm,"mobile developer, it - phần mềm, nghỉ thứ 7, 2..., mobile developer, it...",2,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,,,
Vuejs Developer,"frontend developer, nghỉ thứ 7, 3 năm kinh n..., frontend developer",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,,,
Golang Developer,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hà Nội,NTQ Solution,onsite,,,
Android Developer,"mobile developer, it - phần mềm, nghỉ thứ 7, 4..., mobile developer, it...",4,Hà Nội,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,onsite,,,
Fullstack Developer (C/C++/C#/Python/SQL),"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",1,Hải Phòng (mới),Công Ty TNHH LG CNS VIỆT NAM,onsite,,,
Senior Backend Developer (Golang / .Net Core),"backend developer, phát thanh / truyền hìn..., backend developer, p...",3,Hồ Chí Minh (mới),CÔNG TY TNHH TRUYỀN HÌNH FPT,onsite,,,
Web Developer (Junior),"software engineer, it - phần mềm, điện toán ..., software engineer, i...",1,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ SMILE,onsite,10000000,16000000,VND
"Lập Trình Viên Backend Ruby, Node.Js Hoặc Python","backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",2,Hà Nội,CÔNG TY TNHH CÔNG NGHỆ AMCOLAB,onsite,12000000,17000000,VND
Tech Leader Java,"software engineer, it - phần mềm, 3 năm kinh..., software engineer, i...",3,Hà Nội,Công ty cổ phần TechLead,onsite,,,
Front-End Team Lead,"frontend developer, it - phần mềm, 4 năm kin..., frontend developer",4,Hà Nội,Công ty cổ phần TechLead,onsite,38000000,38000000,VND
Lập Trình Viên Backend PHP,"backend developer, it - phần mềm, 1 năm kinh..., backend developer, i...",1,Hà Nội,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,onsite,7000000,20000000,VND
Frontend Developer PHP,"frontend developer, it - phần mềm, dưới 1 nă..., frontend developer",1,Hà Nội,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,onsite,25000000,25000000,VND
Lập Trình Flutter Developer,"mobile developer, it - phần mềm, 1 năm kinh ..., mobile developer, it...",1,Hà Nội,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,onsite,20000000,20000000,VND
Java Developer (Domain Ngân Hàng),"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hà Nội,Công ty cổ phần Synodus,onsite,,,
Java Developer,"backend developer, nghỉ thứ 7, 3 năm kinh ng..., backend developer, n...",3,Hà Nội,NTQ Solution,onsite,24000000,29000000,VND
Fullstack Developer - Từ 01 Đến 02 Năm Kinh Nghiệm Trở Lên - Lương Upto 30 Triệu - Quận Hà Đông (Hà Nội),"fullstack developer, it - phần mềm, thương m..., fullstack develope...",1,Hà Nội,Công ty TNHH Avada Group,onsite,12000000,30000000,VND
Angular Developer,"software engineer, nghỉ thứ 7, 3 năm kinh ng..., software engineer, n...",3,Hà Nội,CÔNG TY TNHH NOVABYTE SOFTWARE,onsite,30000000,35000000,VND
Nhân Viên IT - Marketing Support,"software engineer, it - phần mềm, điện toán ..., software engineer, i...",1,Đà Nẵng (mới),CÔNG TY TNHH MTV VÀNG BẠC NGÂN LƯỢNG,onsite,10000000,15000000,VND
Senior Java Developer,"backend developer, it - phần mềm, tuổi 25 - ..., backend developer, i...",4,Hà Nội,CÔNG TY CỔ PHẦN TẬP ĐOÀN SOINTECH,onsite,20000000,25000000,VND
On Job Training Angular,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hà Nội,FPT Software,onsite,,,
"Fullstack (Reactjs, Java) Developer","software engineer, cao đẳ..., software engineer, 2...",2,Hà Nội,CÔNG TY TNHH NOVABYTE SOFTWARE,onsite,15000000,18000000,VND
React Native Developer,"software engineer, nghỉ thứ 7, 4 năm kinh ng..., software engineer, n...",4,Hà Nội,CÔNG TY TNHH NOVABYTE SOFTWARE,onsite,25000000,30000000,VND
Flutter Developer,"mobile developer, nghỉ thứ 7, 2 năm kinh ngh..., mobile developer, ng...",2,Hà Nội,Công ty Cổ phần Giải pháp Phần mềm Biplus Việt Nam,onsite,,,
Backend Engineer -Python/Java/Nodejs/Go/Net,"backend developer, it - phần mềm, game, nghỉ t..., backend developer, i...",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ SAVA META,onsite,20000000,65000000,VND
Lập Trình Viên Java,"fullstack developer, it - phần mềm, it - phầ..., fullstack develope...",3,Hà Nội,Công ty Cổ phần Tập đoàn Công nghệ Thiên Hoàng,onsite,25000000,35000000,VND
React Native Developer,"mobile developer, an ninh mạng, it - phần cứ..., mobile developer, an...",3,Hà Nội,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,onsite,20000000,25000000,VND
Intern AI - ERP - Software Developer,"software engineer, it - phần mềm, marketing ..., software engineer, i...",,Hồ Chí Minh (mới),CÔNG TY TNHH T4 TEK,onsite,,,
"Senior Backend Developer (Node.Js) (Không Yêu Cầu Tiếng Anh, Nghỉ T7,CN) - Lương Upto 50 Triệu/Tháng","backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hà Nội,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ ZENIFY,onsite,50000000,50000000,VND
Trưởng Phòng Công Nghệ Thông Tin,"software engineer, it - phần mềm, 2 năm kinh..., software engineer, i...",2,Phú Thọ (mới) & Hà Nội,CÔNG TY CỔ PHẦN DƯỢC PHẨM VĨNH PHÚC,onsite,,,
Chuyên Viên Triển Khai Phần Mềm Y Tế,"software engineer, it - phần mềm, 1 năm kinh..., software engineer, i...",1,Cần Thơ (mới),BỆNH VIỆN ĐA KHOA QUỐC TẾ S.I.S CẦN THƠ - CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ Y TẾ VIỆT CƯỜNG,onsite,,,
Chuyên Viên Xử Lý Dữ Liệu & Phát Triển Ứng Dụng,"backend developer, it - phần mềm, y tế / dượ..., backend developer, i...",1,Cần Thơ (mới),BỆNH VIỆN ĐA KHOA QUỐC TẾ S.I.S CẦN THƠ - CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ Y TẾ VIỆT CƯỜNG,onsite,,,
Thực Tập Sinh Python,"software engineer, nghỉ thứ 7, tiếng anh gia..., software engineer, n...",,Hà Nội,FPT Software,onsite,,,
Android Developer,"mobile developer, it - phần mềm, điện toán đ..., mobile developer, it...",5,Hà Nội,"TECHVIFY SOFTWARE., JSC",onsite,,,
Mobile Developer (Android/Kotlin),"mobile developer, it - phần mềm, nghỉ thứ 7, 2..., mobile developer, it...",2,Hồ Chí Minh (mới),Unit Corp,onsite,,,
Android Developer,"mobile developer, it - phần mềm, nghỉ thứ 7, 4..., mobile developer, it...",4,Hà Nội,NTQ Solution,onsite,36000000,36000000,VND
Backend Developer (Java),"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",3,Hà Nội,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,onsite,20000000,40000000,VND
Senior .NET Developer,"backend developer, it - phần mềm, tài chính, n..., backend developer, i...",4,Hồ Chí Minh (mới),Unit Corp,onsite,,,
Java Developer (Bank),"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",2,Hà Nội,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,onsite,18000000,25000000,VND
