job_title,tech_stack,experience_years,location,company_name,remote_option,salary_min,salary_max,currency
Lập Trình Viên ERP (ERP Project Developer),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hải Phòng (mới),CÔNG TY TNHH KOMASPEC VIỆT NAM,onsite,,,
Intern Web Developer - Tuyển Nam,"software engineer, it - phần mềm, thương mại..., software engineer, i...",1,Thanh Hóa,Công ty TNHH Pancake Việt Nam,onsite,9000000,11000000,VND
FE React JS (Front End),"frontend developer, it - phần mềm, bán lẻ - ..., frontend developer",2,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,onsite,,,
Fullstack Developer,"software engineer, it - phần cứng và máy t..., software engineer, i...",3,Hà Nội,"TECHVIFY SOFTWARE., JSC",onsite,,,
Java Backend Developer,"backend developer, it - phần mềm, tài chính, n..., backend developer, i...",3,Hồ Chí Minh (mới),Công Ty Tài Chính TNHH HD SAISON,onsite,,,
Frontend Developer,"frontend developer, it - phần mềm, game, tài c..., frontend developer",3,Hồ Chí Minh (mới),Công Ty Tài Chính TNHH HD SAISON,onsite,,,
Fullstack Team Leader (JS),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",4,Hà Nội,CÔNG TY TNHH ZINZA TECHNOLOGY,onsite,28000000,35000000,VND
Team Leader (PHP),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hà Nội,CÔNG TY TNHH ZINZA TECHNOLOGY,onsite,28000000,40000000,VND
"Junior Fullstack Java, 2 Năm Kinh Nghiệm","fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",2,Hà Nội,Công ty cổ phần Synodus,onsite,18000000,24000000,VND
Lập Trình Viên Backend PHP,"backend developer, it - phần mềm, it - phần ..., backend developer, i...",1,Hà Nội,Công ty cổ phần công nghệ K12,onsite,7000000,15000000,VND
Lập Trình Viên Backend,"backend developer, it - phần mềm, dưới 1 năm..., backend developer, i...",1,Hà Nội,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,onsite,35000000,35000000,VND
Flutter Developer,"mobile developer, it - phần mềm, 2 năm kinh ..., mobile developer, it...",2,Hà Nội,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,onsite,20000000,20000000,VND
Fullstack Developer (Java/ Angular/ ReactJS),"fullstack developer, đại ..., fullstack develope...",2,Hà Nội,VNDIRECT,onsite,,,
Chuyên Viên Phát Triển Phần Mềm (Mobile Developer),"mobile developer, mobile developer, 3 ...",3,Hà Nội,VNDIRECT,onsite,,,
Phụ Trách IT Phần Mềm,"software engineer, it - phần mềm, 1 năm kinh..., software engineer, i...",1,Hưng Yên (mới),Công ty Cổ phần Thú y xanh Việt Nam,onsite,18000000,21000000,VND
Technical Lead .Net,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hà Nội,Công ty cổ phần công nghệ - viễn thông Elcom,onsite,,,
IOS Developer,"mobile developer, it - phần mềm, thương mại ..., mobile developer, it...",3,Hà Nội,Công ty cổ phần Công nghệ Sapo,onsite,,,
Fullstack Java Developer,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",3,Hà Nội,Công ty cổ phần Công nghệ Sapo,onsite,,,
Angular Developer (Banking),"frontend developer, it - phần mềm, ngân hàng, frontend developer",3,Hà Nội,Công ty Cổ phần Công nghệ Alphaway,onsite,25000000,35000000,VND
Java Developer (OS Bank),"backend developer, nghỉ thứ 7, 2 năm kinh ng..., backend developer, n...",2,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,,,
Business Analyst - Bank,"software engineer, ngân hàng, 2 năm kinh ngh..., software engineer, n...",2,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,,,
Lập Trình Viên Dev,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hà Nội,Công ty TNHH City Ascom Việt Nam,onsite,40000000,40000000,VND
PHP Developer,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",2,Hà Nội,NTQ Solution,onsite,16000000,20000000,VND
Project Manager (E-Commerce/Software Development),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hồ Chí Minh (mới),Công ty Cổ phần viễn thông FPT,onsite,,,
Product Owner (AI Camera Platform - Mobile & Web),"software engineer, it - phần cứng và máy t..., software engineer, i...",5,Hồ Chí Minh (mới),Công ty Cổ phần viễn thông FPT,onsite,,,
Technical Leader,"software engineer, it - phần mềm, trên 5 năm..., software engineer, i...",5,Hà Nội,Công ty Cổ phần Tích Luỹ Thịnh Vượng,onsite,45000000,50000000,VND
React Native Developer,"mobile developer, it - phần mềm, 3 năm kinh ..., mobile developer, it...",3,Hà Nội,Công ty TNHH Embermax,onsite,25000000,30000000,VND
Tech Lead Backend Developer (Java),"backend developer, đại họ..., backend developer, 5...",5,Hà Nội,VNDIRECT,onsite,,,
Nhân Viên IT (Angular Developer),"software engineer, nghỉ thứ 7, 1 năm kinh ng..., software engineer, n...",1,Hà Nội,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,onsite,10000000,25000000,VND
Nhân Viên Business Analyst,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hà Nội,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,onsite,10000000,22000000,VND
Nhân Viên JavaSpring Boot,"backend developer, viễn thông, nghỉ thứ 7, 1 n..., backend developer, v...",1,Hà Nội,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,onsite,10000000,25000000,VND
Mobile Flutter Developer,"mobile developer, nghỉ thứ 7, 1 năm kinh ngh..., mobile developer, ng...",1,Hà Nội,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,onsite,10000000,25000000,VND
.Net Developer,"software engineer, nghỉ thứ 7, 2 năm kinh ng..., software engineer, n...",2,Hà Nội,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,onsite,28000000,28000000,VND
Mobile Developer,"mobile developer, it - phần mềm, nghỉ thứ 7, t..., mobile developer, it...",2,Hà Nội,CÔNG TY CỔ PHẦN CMC OPENAI,onsite,40000000,40000000,VND
Backend Engineer (.NET/Java) – Định Hướng DE,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",2,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,,,
Senior .NET Developer - Team Lead,"fullstack developer, it - phần cứng và máy..., fullstack develope...",3,Hà Nội,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP CÔNG NGHỆ CỘNG,onsite,,,
"Fullstack .Net Developer, Staffing","software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hà Nội,Công ty cổ phần Synodus,onsite,18000000,28000000,VND
Lập Trình Viên ERP (ERP Project Developer),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hải Phòng (mới),CÔNG TY TNHH KOMASPEC VIỆT NAM,onsite,,,
Intern Web Developer - Tuyển Nam,"software engineer, it - phần mềm, thương mại..., software engineer, i...",1,Thanh Hóa,Công ty TNHH Pancake Việt Nam,onsite,9000000,11000000,VND
FE React JS (Front End),"frontend developer, it - phần mềm, bán lẻ - ..., frontend developer",2,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,onsite,,,
Fullstack Developer,"software engineer, it - phần cứng và máy t..., software engineer, i...",3,Hà Nội,"TECHVIFY SOFTWARE., JSC",onsite,,,
Java Backend Developer,"backend developer, it - phần mềm, tài chính, n..., backend developer, i...",3,Hồ Chí Minh (mới),Công Ty Tài Chính TNHH HD SAISON,onsite,,,
Frontend Developer,"frontend developer, it - phần mềm, game, tài c..., frontend developer",3,Hồ Chí Minh (mới),Công Ty Tài Chính TNHH HD SAISON,onsite,,,
Fullstack Team Leader (JS),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",4,Hà Nội,CÔNG TY TNHH ZINZA TECHNOLOGY,onsite,28000000,35000000,VND
Team Leader (PHP),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hà Nội,CÔNG TY TNHH ZINZA TECHNOLOGY,onsite,28000000,40000000,VND
"Junior Fullstack Java, 2 Năm Kinh Nghiệm","fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",2,Hà Nội,Công ty cổ phần Synodus,onsite,18000000,24000000,VND
Lập Trình Viên Backend PHP,"backend developer, it - phần mềm, it - phần ..., backend developer, i...",1,Hà Nội,Công ty cổ phần công nghệ K12,onsite,7000000,15000000,VND
Lập Trình Viên Backend,"backend developer, it - phần mềm, dưới 1 năm..., backend developer, i...",1,Hà Nội,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,onsite,35000000,35000000,VND
Flutter Developer,"mobile developer, it - phần mềm, 2 năm kinh ..., mobile developer, it...",2,Hà Nội,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,onsite,20000000,20000000,VND
Fullstack Developer (Java/ Angular/ ReactJS),"fullstack developer, đại ..., fullstack develope...",2,Hà Nội,VNDIRECT,onsite,,,
Chuyên Viên Phát Triển Phần Mềm (Mobile Developer),"mobile developer, mobile developer, 3 ...",3,Hà Nội,VNDIRECT,onsite,,,
Phụ Trách IT Phần Mềm,"software engineer, it - phần mềm, 1 năm kinh..., software engineer, i...",1,Hưng Yên (mới),Công ty Cổ phần Thú y xanh Việt Nam,onsite,18000000,21000000,VND
Technical Lead .Net,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hà Nội,Công ty cổ phần công nghệ - viễn thông Elcom,onsite,,,
IOS Developer,"mobile developer, it - phần mềm, thương mại ..., mobile developer, it...",3,Hà Nội,Công ty cổ phần Công nghệ Sapo,onsite,,,
Fullstack Java Developer,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",3,Hà Nội,Công ty cổ phần Công nghệ Sapo,onsite,,,
Angular Developer (Banking),"frontend developer, it - phần mềm, ngân hàng, frontend developer",3,Hà Nội,Công ty Cổ phần Công nghệ Alphaway,onsite,25000000,35000000,VND
Java Developer (OS Bank),"backend developer, nghỉ thứ 7, 2 năm kinh ng..., backend developer, n...",2,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,,,
Business Analyst - Bank,"software engineer, ngân hàng, 2 năm kinh ngh..., software engineer, n...",2,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,,,
Lập Trình Viên Dev,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hà Nội,Công ty TNHH City Ascom Việt Nam,onsite,40000000,40000000,VND
PHP Developer,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",2,Hà Nội,NTQ Solution,onsite,16000000,20000000,VND
Project Manager (E-Commerce/Software Development),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hồ Chí Minh (mới),Công ty Cổ phần viễn thông FPT,onsite,,,
Product Owner (AI Camera Platform - Mobile & Web),"software engineer, it - phần cứng và máy t..., software engineer, i...",5,Hồ Chí Minh (mới),Công ty Cổ phần viễn thông FPT,onsite,,,
Technical Leader,"software engineer, it - phần mềm, trên 5 năm..., software engineer, i...",5,Hà Nội,Công ty Cổ phần Tích Luỹ Thịnh Vượng,onsite,45000000,50000000,VND
React Native Developer,"mobile developer, it - phần mềm, 3 năm kinh ..., mobile developer, it...",3,Hà Nội,Công ty TNHH Embermax,onsite,25000000,30000000,VND
Tech Lead Backend Developer (Java),"backend developer, đại họ..., backend developer, 5...",5,Hà Nội,VNDIRECT,onsite,,,
Nhân Viên Business Analyst,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hà Nội,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,onsite,10000000,22000000,VND
Nhân Viên IT (Angular Developer),"software engineer, nghỉ thứ 7, 1 năm kinh ng..., software engineer, n...",1,Hà Nội,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,onsite,10000000,25000000,VND
Nhân Viên JavaSpring Boot,"backend developer, viễn thông, nghỉ thứ 7, 1 n..., backend developer, v...",1,Hà Nội,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,onsite,10000000,25000000,VND
Mobile Flutter Developer,"mobile developer, nghỉ thứ 7, 1 năm kinh ngh..., mobile developer, ng...",1,Hà Nội,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,onsite,10000000,25000000,VND
.Net Developer,"software engineer, nghỉ thứ 7, 2 năm kinh ng..., software engineer, n...",2,Hà Nội,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,onsite,28000000,28000000,VND
Mobile Developer,"mobile developer, it - phần mềm, nghỉ thứ 7, t..., mobile developer, it...",2,Hà Nội,CÔNG TY CỔ PHẦN CMC OPENAI,onsite,40000000,40000000,VND
Backend Engineer (.NET/Java) – Định Hướng DE,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",2,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,,,
Senior .NET Developer - Team Lead,"fullstack developer, it - phần cứng và máy..., fullstack develope...",3,Hà Nội,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP CÔNG NGHỆ CỘNG,onsite,,,
"Fullstack .Net Developer, Staffing","software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hà Nội,Công ty cổ phần Synodus,onsite,18000000,28000000,VND
Lập Trình Viên ERP (ERP Project Developer),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",3,Hải Phòng (mới),CÔNG TY TNHH KOMASPEC VIỆT NAM,onsite,,,
Intern Web Developer - Tuyển Nam,"software engineer, it - phần mềm, thương mại..., software engineer, i...",1,Thanh Hóa,Công ty TNHH Pancake Việt Nam,onsite,9000000,11000000,VND
FE React JS (Front End),"frontend developer, it - phần mềm, bán lẻ - ..., frontend developer",2,Hồ Chí Minh (mới),CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,onsite,,,
Fullstack Developer,"software engineer, it - phần cứng và máy t..., software engineer, i...",3,Hà Nội,"TECHVIFY SOFTWARE., JSC",onsite,,,
Java Backend Developer,"backend developer, it - phần mềm, tài chính, n..., backend developer, i...",3,Hồ Chí Minh (mới),Công Ty Tài Chính TNHH HD SAISON,onsite,,,
Frontend Developer,"frontend developer, it - phần mềm, game, tài c..., frontend developer",3,Hồ Chí Minh (mới),Công Ty Tài Chính TNHH HD SAISON,onsite,,,
Fullstack Team Leader (JS),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",4,Hà Nội,CÔNG TY TNHH ZINZA TECHNOLOGY,onsite,28000000,35000000,VND
Team Leader (PHP),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hà Nội,CÔNG TY TNHH ZINZA TECHNOLOGY,onsite,28000000,40000000,VND
"Junior Fullstack Java, 2 Năm Kinh Nghiệm","fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",2,Hà Nội,Công ty cổ phần Synodus,onsite,18000000,24000000,VND
Lập Trình Viên Backend PHP,"backend developer, it - phần mềm, it - phần ..., backend developer, i...",1,Hà Nội,Công ty cổ phần công nghệ K12,onsite,7000000,15000000,VND
Lập Trình Viên Backend,"backend developer, it - phần mềm, dưới 1 năm..., backend developer, i...",1,Hà Nội,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,onsite,35000000,35000000,VND
Flutter Developer,"mobile developer, it - phần mềm, 2 năm kinh ..., mobile developer, it...",2,Hà Nội,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,onsite,20000000,20000000,VND
Fullstack Developer (Java/ Angular/ ReactJS),"fullstack developer, đại ..., fullstack develope...",2,Hà Nội,VNDIRECT,onsite,,,
Chuyên Viên Phát Triển Phần Mềm (Mobile Developer),"mobile developer, mobile developer, 3 ...",3,Hà Nội,VNDIRECT,onsite,,,
Phụ Trách IT Phần Mềm,"software engineer, it - phần mềm, 1 năm kinh..., software engineer, i...",1,Hưng Yên (mới),Công ty Cổ phần Thú y xanh Việt Nam,onsite,18000000,21000000,VND
Technical Lead .Net,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hà Nội,Công ty cổ phần công nghệ - viễn thông Elcom,onsite,,,
IOS Developer,"mobile developer, it - phần mềm, thương mại ..., mobile developer, it...",3,Hà Nội,Công ty cổ phần Công nghệ Sapo,onsite,,,
Fullstack Java Developer,"fullstack developer, it - phần mềm, nghỉ thứ..., fullstack develope...",3,Hà Nội,Công ty cổ phần Công nghệ Sapo,onsite,,,
Angular Developer (Banking),"frontend developer, it - phần mềm, ngân hàng, frontend developer",3,Hà Nội,Công ty Cổ phần Công nghệ Alphaway,onsite,25000000,35000000,VND
Java Developer (OS Bank),"backend developer, nghỉ thứ 7, 2 năm kinh ng..., backend developer, n...",2,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,,,
Business Analyst - Bank,"software engineer, ngân hàng, 2 năm kinh ngh..., software engineer, n...",2,Hà Nội,Công ty TNHH Giải pháp Phân tích dữ liệu Insight Data,onsite,,,
Lập Trình Viên Dev,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hà Nội,Công ty TNHH City Ascom Việt Nam,onsite,40000000,40000000,VND
PHP Developer,"backend developer, it - phần mềm, nghỉ thứ 7, backend developer, i...",2,Hà Nội,NTQ Solution,onsite,16000000,20000000,VND
Project Manager (E-Commerce/Software Development),"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",5,Hồ Chí Minh (mới),Công ty Cổ phần viễn thông FPT,onsite,,,
Product Owner (AI Camera Platform - Mobile & Web),"software engineer, it - phần cứng và máy t..., software engineer, i...",5,Hồ Chí Minh (mới),Công ty Cổ phần viễn thông FPT,onsite,,,
Technical Leader,"software engineer, it - phần mềm, trên 5 năm..., software engineer, i...",5,Hà Nội,Công ty Cổ phần Tích Luỹ Thịnh Vượng,onsite,45000000,50000000,VND
React Native Developer,"mobile developer, it - phần mềm, 3 năm kinh ..., mobile developer, it...",3,Hà Nội,Công ty TNHH Embermax,onsite,25000000,30000000,VND
Tech Lead Backend Developer (Java),"backend developer, đại họ..., backend developer, 5...",5,Hà Nội,VNDIRECT,onsite,,,
Nhân Viên IT (Angular Developer),"software engineer, nghỉ thứ 7, 1 năm kinh ng..., software engineer, n...",1,Hà Nội,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,onsite,10000000,25000000,VND
Nhân Viên Business Analyst,"software engineer, it - phần mềm, nghỉ thứ 7, software engineer, i...",1,Hà Nội,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,onsite,10000000,22000000,VND
Nhân Viên JavaSpring Boot,"backend developer, viễn thông, nghỉ thứ 7, 1 n..., backend developer, v...",1,Hà Nội,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,onsite,10000000,25000000,VND
Mobile Flutter Developer,"mobile developer, nghỉ thứ 7, 1 năm kinh ngh..., mobile developer, ng...",1,Hà Nội,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,onsite,10000000,25000000,VND
